Code,Classification,Cause,Measures to take when an alert occurs,Estimated abnormal parts,Correction,Note,Solution,Faulty part isolation DIPSW,Control during the detachment
C-0241,Main body: Loop roller swing motor abnormality,"After the initial operation of the loop roller swing motor (M48) starts, the initial operation is not completed within a specified period of time.",when an alert occurs The main body and the option stop immediately.,• Loop roller swing home sensor (PS51) • Loop roller swing motor (M48) • Conveyance drive board (CDB),,"- The message """"Please call service"""" is displayed on the panel.","1. Prior check • Close the front door properly. (Check with the IO Check (25-20) of the front door sensor (PS31).) 2. Execute the IO Check (17-01) of the loop roller swing motor (M48) (Home position search). 3. Execute the IO Check (17-07) of the loop roller swing motor (M48) (swings to the front side). 4. Execute the IO Check (17-08) of the loop roller swing motor (M48) (swings to the rear side). 5. Check the result of the IO Check in the step 2. For details of IO check results, refer to """"Table 1: Result check."""" Check the result of the IO Check in the step 3. For details of IO check results, refer to """"Table 2: Result check."""" Check the result of the IO Check in the step 4. For details of IO check results, refer to """"Table 1: Result check."""" When the results of the IO Check in the step 2, step 3, and step 4 are normal, PS51, M48, and the wiring are not abnormal. Go on to the step 8. 6. Check the connector connection between CDB and PS51, CN177 of CDB, CN674 (relay connector), CN474 of PS51, and the wiring. Then, repair it when there is any abnormality. 7. Check the connector connection between CDB and M48, CN175 of CDB, CN406 (relay connector), CN473 of M48, and the wiring. Then, repair it when there is any abnormality. 8. Check the coupling of the gear of M48. Then repair it when there is any abnormality. 9. Replace PS51. 10. Replace M48. 11. Replace CDB. Table 1: Result check Result check Normal Abnormal START 0 1 STOP Not care Not care Table 2: Result check Result check Normal Abnormal START 1 0 STOP Not care Not care",Control while detached,
C-0243,Main body: Registration swing motor abnormality,"Within a specified period of time after the registration swing motor (M39) starts the operation, the registration swing home sensor (PS20) does not detect the home position.",when an alert occurs The main body and the option stop immediately.,• Registration swing home sensor (PS20) • Registration swing motor (M39) • Conveyance drive board (CDB),,"- The message """"Please call service"""" is displayed on the panel.","1. Prior check • Close the front door properly. (Check with the IO Check (25-20) of the front door sensor (PS31).) 2. Execute the IO Check (17-00) of the registration swing motor (M39) (Home position search). 3. Execute the IO Check (17-05) of the registration swing motor (M39) (swings to the front side). 4. Execute the IO Check (17-06) of the registration swing motor (M39) (swings to the rear side). 5. Check the result of the IO Check in the step 2. For details of IO check results, refer to """"Table 1: Result check."""" Check the result of the IO Check in the step 3. For details of IO check results, refer to """"Table 2: Result check."""" Check the result of the IO Check in the step 4. For details of IO check results, refer to """"Table 1: Result check."""" When the results of the IO Check in the step 2, step 3, and step 4 are normal, PS20, M39, and the wiring are not abnormal. Go on to the step 8. 6. Check the connector connection between CDB and PS20, CN173 of CDB, CN429 of PS20, and the wiring. Then, repair it when there is any abnormality. 7. Check the connector connection between CDB and M39, CN180 of CDB, CN449 of M39, and the wiring. Then, repair it when there is any abnormality. 8. Check the coupling of the gear of M39. Then repair it when there is any abnormality. 9. Replace PS20. 10. Replace M39. 11. Replace CDB. Table 1: Result check Result check Normal Abnormal START 1 0 STOP Not care Not care Table 2: Result check Result check Normal Abnormal START 0 1 STOP Not care Not care",Control while detached,
C-0244,Main body: Loop roller swing motor abnormality,"Within a specified period of time after the loop roller swing motor (M48) starts the operation, the loop roller swing home sensor (PS51) does not detect the home position.",when an alert occurs The main body and the option stop immediately.,• Loop roller swing home sensor (PS51) • Loop roller swing motor (M48) • Conveyance drive board (CDB),,"- The message """"Please call service"""" is displayed on the panel.","1. Prior check • Close the front door properly. (Check with the IO Check (25-20) of the front door sensor (PS31).) 2. Execute the IO Check (17-01) of the loop roller swing motor (M48) (Home position search). 3. Execute the IO Check (17-07) of the loop roller swing motor (M48) (swings to the front side). 4. Execute the IO Check (17-08) of the loop roller swing motor (M48) (swings to the rear side). 5. Check the result of the IO Check in the step 2. For details of IO check results, refer to """"Table 1: Result check."""" Check the result of the IO Check in the step 3. For details of IO check results, refer to """"Table 2: Result check."""" Check the result of the IO Check in the step 4. For details of IO check results, refer to """"Table 1: Result check."""" When the results of the IO Check in the step 2, step 3, and step 4 are normal, PS51, M48, and the wiring are not abnormal. Go on to the step 8. 6. Check the connector connection between CDB and PS51, CN177 of CDB, CN674 (relay connector), CN474 of PS51, and the wiring. Then, repair it when there is any abnormality. 7. Check the connector connection between CDB and M48, CN175 of CDB, CN406 (relay connector), CN473 of M48, and the wiring. Then, repair it when there is any abnormality. 8. Check the coupling of the gear of M48. Then repair it when there is any abnormality. 9. Replace PS51. 10. Replace M48. 11. Replace CDB. Table 1: Result check Result check Normal Abnormal START 0 1 STOP Not care Not care Table 2: Result check Result check Normal Abnormal START 1 0 STOP Not care Not care",Control while detached,
C-0310,Main body: Fusing separation fan/1 abnormality,"When the fusing separation fan/1 (FM10) is active, an error detection signal is detected continuously for a specified period of time. An error detection signal is detected continuously while you retry power feed several times.",when an alert occurs The main body and the option stop immediately.,• Fusing separation fan/1 (FM10),,"- The message """"Please call service"""" is displayed on the panel.","1. Execute the IO Check (42-53) of the fusing separation fan/1 (FM10). 2. When the result of the IO Check in the step 1 is normal, FM10 is not abnormal. Go on to the step 4. For details of IO check results, refer to """"Table 1: Result check."""" 3. Check the connector connection between the printer control board (PRCB) and FM10, CN139 of PRCB, CN638 (relay connector), CN628 of FM10, and the wiring. Then, repair it when there is any abnormality. 4. Rotate FM10 by hand. Then repair it when there is any abnormality. 5. Replace FM10. Table 1: Result check Result check Normal Abnormal START Change 1→0 1 STOP Not care Not care",Control while detached,
C-0311,Main body: Fusing separation fan/2 abnormality,"When the fusing separation fan/2 (FM11) is active, an error detection signal is detected continuously for a specified period of time. An error detection signal is detected continuously while you retry power feed several times.",when an alert occurs The main body and the option stop immediately.,• Fusing separation fan/2 (FM11),,"- The message """"Please call service"""" is displayed on the panel.","1. Execute the IO Check (42-54) of the fusing separation fan/2 (FM11). 2. When the result of the IO Check in the step 1 is normal, FM11 is not abnormal. Go on to the step 4. For details of IO check results, refer to """"Table 1: Result check."""" 3. Check the connector connection between the printer control board (PRCB) and FM11, CN139 of PRCB, CN638 (relay connector), CN629 of FM11, and the wiring. Then, repair it when there is any abnormality. 4. Rotate FM11 by hand. Then repair it when there is any abnormality. 5. Replace FM11. Table 1: Result check Result check Normal Abnormal START Change 1→0 1 STOP Not care Not care",Control while detached,
C-0320,Main body: Fusing separation fan/3 abnormality,"When the fusing separation fan/3 (FM12) is active, an error detection signal is detected continuously for a specified period of time. An error detection signal is detected continuously while you retry power feed several times.",when an alert occurs The main body and the option stop immediately.,• Fusing separation fan/3 (FM12),,"- The message """"Please call service"""" is displayed on the panel.","1. Execute the IO Check (42-55) of the fusing separation fan/3 (FM12). 2. When the result of the IO Check in the step 1 is normal, FM12 is not abnormal. Go on to the step 4. For details of IO check results, refer to """"Table 1: Result check."""" 3. Check the connector connection between the printer control board (PRCB) and FM12, CN139 of PRCB, CN638 (relay connector), CN630 of FM12, and the wiring. Then, repair it when there is any abnormality. 4. Rotate FM12 by hand. Then repair it when there is any abnormality. 5. Replace FM12. Table 1: Result check Result check Normal Abnormal START Change 1→0 1 STOP Not care Not care",Control while detached,
C-0380,Main body: Tacking fan/4 abnormality,"When the tacking fan/4 (FM35) is active, an error detection signal is detected continuously for a specified period of time. An error detection signal is detected continuously while you retry power feed several times.",when an alert occurs The main body and the option stop immediately.,• Tacking fan/4 (FM35),,"- The message """"Please call service"""" is displayed on the panel.","1. Prior check • Check that the OT-511 is installed properly. 2. Execute the IO Check (42-61) of the tacking fan/4 (FM35). 3. When the result of the IO Check in the step 2 is normal, FM35 is not abnormal. Go on to the step 5. For details of IO check results, refer to """"Table 1: Result check."""" 4. Check the connector connection between the printer control board (PRCB) and FM35, CN173 of PRCB, CN490 (relay connector), CN489 (relay connector), CN487 of FM35, and the wiring. Then, repair it when there is any abnormality. 5. Rotate FM35 by hand. Then repair it when there is any abnormality. 6. Replace FM35. Table 1: Result check Result check Normal Abnormal START Change 1→0 1 STOP Not care Not care",Control while detached,
C-0381,Main body: Tacking fan/5 abnormality,"When the tacking fan/5 (FM36) is active, an error detection signal is detected continuously for a specified period of time. An error detection signal is detected continuously while you retry power feed several times.",when an alert occurs The main body and the option stop immediately.,• Tacking fan/5 (FM36),,"- The message """"Please call service"""" is displayed on the panel.","1. Prior check • Check that the OT-511 is installed properly. 2. Execute the IO Check (42-62) of the tacking fan/5 (FM36). 3. When the result of the IO Check in the step 2 is normal, FM36 is not abnormal. Go on to the step 5. For details of IO check results, refer to """"Table 1: Result check."""" 4. Check the connector connection between the printer control board (PRCB) and FM36, CN173 of PRCB, CN490 (relay connector), CN489 (relay connector), CN488 of FM36, and the wiring. Then, repair it when there is any abnormality. 5. Rotate FM36 by hand. Then repair it when there is any abnormality. 6. Replace FM36. Table 1: Result check Result check Normal Abnormal START Change 1→0 1 STOP Not care Not care",Control while detached,
C-0382,Main body: Paper exit cooling fan/1 abnormality,"When the paper exit cooling fan/1 (FM23) is active, an error detection signal is detected continuously for a specified period of time. An error detection signal is detected continuously while you retry power feed several times.",when an alert occurs The main body and the option stop immediately.,• Paper exit cooling fan/1 (FM23),,"- The message """"Please call service"""" is displayed on the panel.","1. Execute the IO Check (42-40) of the paper exit cooling fan/1 (FM23). 2. When the result of the IO Check in the step 1 is normal, FM23 is not abnormal. Go on to the step 4. For details of IO check results, refer to """"Table 1: Result check."""" 3. Check the connector connection between the printer control board (PRCB) and FM23, CN155 of PRCB, CN619 (relay connector), CN263 of FM23, and the wiring. Then, repair it when there is any abnormality. 4. Rotate FM23 by hand. Then repair it when there is any abnormality. 5. Replace FM23. Table 1: Result check Result check Normal Abnormal START Change 1→0 1 STOP Not care Not care",Control while detached,
C-0383,Main body: ADU suction fan abnormality,"When the ADU suction fan (FM24) is active, an error detection signal is detected continuously for a specified period of time. An error detection signal is detected continuously even after you retry power feed several times.",when an alert occurs The main body and the option stop immediately.,• ADU suction fan (FM24),,"- The message """"Please call service"""" is displayed on the panel.","1. Execute the IO Check (42-41) of the ADU suction fan (FM24). 2. When the result of the IO Check in the step 1 is normal, FM24 is not abnormal. Go on to the step 4. For details of IO check results, refer to """"Table 1: Result check."""" 3. Check the connector connection between the printer control board (PRCB) and FM24, CN155 of PRCB, CN619 (relay connector), CN264 of FM24, and the wiring. Then, repair it when there is any abnormality. 4. Rotate FM24 by hand, and repair it when there is any abnormality. 5. Replace FM24. Table 1: Result check Result check Normal Abnormal START Change 1→0 1 STOP Not care Not care",Control while detached,
C-0384,Main body: Paper exit cooling fan/2 abnormality,"When the paper exit cooling fan/2 (FM25) is active, an error detection signal is detected continuously for a specified period of time. An error detection signal is detected continuously while you retry power feed several times.",when an alert occurs The main body and the option stop immediately.,• Paper exit cooling fan/2 (FM25),,"- The message """"Please call service"""" is displayed on the panel.","1. Execute the IO Check (42-42) of the paper exit cooling fan/2 (FM25). 2. When the result of the IO Check in the step 1 is normal, FM25 is not abnormal. Go on to the step 4. For details of IO check results, refer to """"Table 1: Result check."""" 3. Check the connector connection between the printer control board (PRCB) and FM25, CN155 of PRCB, CN619 (relay connector), CN265 of FM25, and the wiring. Then, repair it when there is any abnormality. 4. Rotate FM25 by hand. Then repair it when there is any abnormality. 5. Replace FM25. Table 1: Result check Result check Normal Abnormal START Change 1→0 1 STOP Not care Not care",Control while detached,
C-0385,Main body: ADU cooling fan abnormality,"When the ADU cooling fan (FM29) is active, an error detection signal is detected continuously for a specified period of time. An error detection signal is detected continuously while you retry power feed several times.",when an alert occurs The main body and the option stop immediately.,• ADU cooling fan (FM29),,"- The message """"Please call service"""" is displayed on the panel.","1. Prior check • Close the front door properly. (Check with the IO Check (25-20) of the front door sensor (PS31).) • Close the conveyance door properly when the OT-511 is connected. • Close the front door of the finisher option properly. 2. Execute the IO Check (42-84) of the ADU cooling fan (FM29). 3. When the result of the IO Check in the step 2 is normal, FM29 is not abnormal. Go on to the step 5. For details of IO check results, refer to """"Table 1: Result check."""" 4. Check the connector connection between the conveyance drive board (CDB) and FM29, CN173 of CDB, CN419 of FM29, and the wiring. Then, repair it when there is any abnormality. 5. Rotate FM29 by hand. Then repair it when there is any abnormality. 6. Replace FM29. Table 1: Result check Result check Normal Abnormal START Change 1→0 1 STOP Not care Not care",Control while detached,
